"model_lab","time","Scenario","ScenarioSubtitle","Scenario_plain","RMSE"
"DPM-free",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",4.34413936297022e-09
"DPM-free",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00632276458076145
"DPM-free",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.00582041885400658
"DPM-free",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0155750102255327
"DPM-free",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0811454815978739
"DPM-free",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00218101331031341
"DPM-free",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00551896928235209
"DPM-free",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.0250915535110061
"RICLPM",2,"Scenario~0","No~Confounding","Scenario 0",6.18889345398862e-09
"RICLPM",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",1.95468904906802e-09
"RICLPM",2,"Scenario~2","Step","Scenario 2",0.202212575598059
"RICLPM",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.194470535715858
"RICLPM",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0345249752101155
"RICLPM",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.124192526726617
"RICLPM",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0257738414295893
"RICLPM",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.130565659375602
"RICLPM",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0125832720228361
"RICLPM",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.0143243053947788
"RICLPM",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00103831974242534
"RICLPM",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.0250252223338216
"RICLPM",3,"Scenario~0","No~Confounding","Scenario 0",4.51013195676685e-09
"RICLPM",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.05330246907238e-09
"RICLPM",3,"Scenario~2","Step","Scenario 2",0.0506764969349008
"RICLPM",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.069460602532226
"RICLPM",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0254962036456144
"RICLPM",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0329266527799294
"RICLPM",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.014400915127781
"RICLPM",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0333053778504196
"RICLPM",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0239399849743794
"RICLPM",3,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.01088708181474
"RICLPM",3,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00192629407470977
"RICLPM",3,"Scenario~6","Chaotic~Effects","Scenario 6",0.0637504151689548
"RICLPM",4,"Scenario~0","No~Confounding","Scenario 0",3.83005265851178e-09
"RICLPM",4,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.69093782908102e-09
"RICLPM",4,"Scenario~2","Step","Scenario 2",0.110430633459251
"RICLPM",4,"Scenario~3*italic('A')","Linear","Scenario 3A",0.077407735157967
"RICLPM",4,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.0226011235801775
"RICLPM",4,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.055546854966588
"RICLPM",4,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0278230560003183
"RICLPM",4,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0599361377751562
"RICLPM",4,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0390710296161773
"RICLPM",4,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00853158581108687
"RICLPM",4,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00361035432410524
"RICLPM",4,"Scenario~6","Chaotic~Effects","Scenario 6",0.0514274297366149
"RICLPM",5,"Scenario~0","No~Confounding","Scenario 0",3.45673791255633e-09
"RICLPM",5,"Scenario~1","Stable~Confounder~Effects","Scenario 1",8.45872229273726e-10
"RICLPM",5,"Scenario~2","Step","Scenario 2",0.152508775933227
"RICLPM",5,"Scenario~3*italic('A')","Linear","Scenario 3A",0.135401092587992
"RICLPM",5,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00658172912456241
"RICLPM",5,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0824721855859284
"RICLPM",5,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0374405291835744
"RICLPM",5,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.078314108860235
"RICLPM",5,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.122432174191454
"RICLPM",5,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00351278078691178
"RICLPM",5,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00416369303099687
"RICLPM",5,"Scenario~6","Chaotic~Effects","Scenario 6",0.114030135100601
"RICLPM-free",2,"Scenario~0","No~Confounding","Scenario 0",0.140974799336085
"RICLPM-free",2,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.19841037793591e-08
"RICLPM-free",2,"Scenario~2","Step","Scenario 2",0.080010403668588
"RICLPM-free",2,"Scenario~3*italic('A')","Linear","Scenario 3A",0.0773511738400444
"RICLPM-free",2,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00807564504696686
"RICLPM-free",2,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.0118014602247458
"RICLPM-free",2,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0502912191138102
"RICLPM-free",2,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.00519813277549626
"RICLPM-free",2,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.027550646060146
"RICLPM-free",2,"Scenario~5*italic('C')","Part-Proportional","Scenario 5C",0.00093047240858862
"RICLPM-free",2,"Scenario~5*italic('D')","Part-Proportional~Opposite","Scenario 5D",0.00241973902416543
"RICLPM-free",2,"Scenario~6","Chaotic~Effects","Scenario 6",0.10557829957394
"RICLPM-free",3,"Scenario~0","No~Confounding","Scenario 0",0.0754724112025177
"RICLPM-free",3,"Scenario~1","Stable~Confounder~Effects","Scenario 1",2.35076232202544e-08
"RICLPM-free",3,"Scenario~2","Step","Scenario 2",0.0115580078179255
"RICLPM-free",3,"Scenario~3*italic('A')","Linear","Scenario 3A",0.00726658232742285
"RICLPM-free",3,"Scenario~3*italic('B')","Proportional","Scenario 3B",0.00631677467752149
"RICLPM-free",3,"Scenario~4*italic('A')","Part-Step","Scenario 4A",0.00219859091645353
"RICLPM-free",3,"Scenario~4*italic('B')","Part-Step~Opposite","Scenario 4B",0.0128428114211964
"RICLPM-free",3,"Scenario~5*italic('A')","Part-Linear","Scenario 5A",0.0043194643121441
"RICLPM-free",3,"Scenario~5*italic('B')","Part-Linear~Opposite","Scenario 5B",0.0222639750403353
